Survey year,State,State (FIPS code),FI,FI_L,FI_VL,UN,POV,Total household income,HISP,BLACK,OWN,DSBL
2009,North Dakota,38,0.0589849,0.0384088,0.0205761,0.0271739,0.122575,50921,0.0160573,0.007164,0.7392232,0.0810277
2010,North Dakota,38,0.0685315,0.041958,0.0265734,0.0266308,0.1102093,53611,0.0141705,0.0095285,0.7443299,0.0762277
2011,North Dakota,38,0.0806676,0.0458971,0.0347705,0.0207216,0.1261071,55500,0.0238908,0.0119454,0.7605403,0.0794734
2012,North Dakota,38,0.0687758,0.0412655,0.0275103,0.019975,0.0946065,60000,0.0294632,0.0137328,0.742685,0.0853933
2013,North Dakota,38,0.0610465,0.0436047,0.0174419,0.0184204,0.1059081,58533.5,0.0290184,0.0126167,0.7321429,0.0802422
2014,North Dakota,38,0.0632603,0.0377129,0.0255474,0.0158768,0.1115076,59005,0.0399326,0.0223719,0.7000428,0.0801058
2015,North Dakota,38,0.0637544,0.038961,0.0247934,0.0161791,0.0906082,65100,0.0336879,0.0308067,0.6816197,0.0859929
2016,North Dakota,38,0.067938,0.0429082,0.0250298,0.0191142,0.1069182,62009.5,0.0314685,0.0286713,0.6806327,0.0864802
2017,North Dakota,38,0.0605686,0.0321384,0.0284302,0.0137818,0.0999571,63400,0.0352721,0.0303667,0.701412,0.0950712
2018,North Dakota,38,0.0627401,0.0384123,0.0243278,0.0122642,0.1099321,62737.5,0.0346698,0.0377358,0.6855501,0.0801887
2009,Ohio,39,0.1329404,0.0766208,0.0563196,0.0528658,0.1400837,49008,0.0362571,0.1089883,0.7181097,0.0976987
2010,Ohio,39,0.1312541,0.0812216,0.0500325,0.0516727,0.1369965,47593.5,0.0333475,0.1197528,0.7309425,0.0951417
2011,Ohio,39,0.1172461,0.0654397,0.0518064,0.0403109,0.1575501,47011,0.0360911,0.1268184,0.7134873,0.1026097
2012,Ohio,39,0.1474403,0.0737201,0.0737201,0.0354966,0.1565236,46000,0.0338234,0.1259711,0.7109504,0.104219
2013,Ohio,39,0.1230053,0.0718085,0.0511968,0.0352307,0.1555418,46560,0.0362635,0.1263484,0.701339,0.1025935
2014,Ohio,39,0.1395349,0.0827633,0.0567715,0.0279967,0.1401595,50000,0.0398777,0.1164569,0.7195024,0.1071639
2015,Ohio,39,0.1149852,0.0689911,0.0459941,0.0250542,0.1633129,50895.5,0.0391472,0.1205734,0.6785209,0.1106962
2016,Ohio,39,0.0960289,0.0534296,0.0425993,0.0259757,0.1399682,56005.5,0.0495671,0.118961,0.6874326,0.1022713
2017,Ohio,39,0.1002179,0.0522876,0.0479303,0.0240722,0.1394263,57001,0.0476429,0.1173521,0.6881083,0.1092026
2018,Ohio,39,0.1022463,0.0635167,0.0387297,0.0235343,0.1246298,61960,0.0367465,0.1030829,0.7169325,0.1135425
2009,Oklahoma,40,0.1355422,0.0737952,0.061747,0.0262398,0.1507128,46658,0.1006259,0.0830525,0.7125891,0.1227732
2010,Oklahoma,40,0.1389728,0.0770393,0.0619335,0.0344247,0.1377489,46836,0.0873857,0.0883486,0.7012987,0.1227732
2011,Oklahoma,40,0.0963665,0.0473934,0.0489731,0.02687,0.1687648,44548,0.0796417,0.0854515,0.6946154,0.124183
2012,Oklahoma,40,0.1485623,0.0942492,0.0543131,0.0217887,0.1504167,48512,0.0815809,0.0869014,0.704277,0.1287053
2013,Oklahoma,40,0.1367925,0.0738994,0.0628931,0.0261664,0.1860855,49099.5,0.1019501,0.093804,0.6912535,0.1160207
2014,Oklahoma,40,0.1194409,0.0724269,0.047014,0.0208239,0.1695213,45125,0.1217746,0.0749208,0.7276542,0.1131734
2015,Oklahoma,40,0.1151439,0.0675845,0.0475594,0.0172309,0.1826722,49727.5,0.1299412,0.0616258,0.7060007,0.1084533
2016,Oklahoma,40,0.1182927,0.0682927,0.05,0.0209283,0.14,48706,0.1276419,0.0580191,0.6948163,0.1245338
2017,Oklahoma,40,0.0983607,0.0567465,0.0416141,0.0185889,0.1473645,50676,0.1332911,0.0566117,0.689729,0.1178707
2018,Oklahoma,40,0.1103811,0.0762155,0.0341656,0.0157951,0.1280753,55015,0.1468517,0.0642476,0.7111422,0.1197439
2009,Oregon,41,0.127204,0.0780856,0.0491184,0.0636035,0.1151994,52803,0.114366,0.0184591,0.6772024,0.0967095
2010,Oregon,41,0.1108247,0.0631443,0.0476804,0.0603306,0.1441632,50244,0.1159091,0.0216942,0.6650652,0.0981405
2011,Oregon,41,0.1160151,0.0655738,0.0504414,0.0505476,0.1511326,52006.5,0.1013058,0.0210615,0.6687117,0.1042544
2012,Oregon,41,0.1232529,0.0775095,0.0457433,0.0445273,0.1497076,52006.5,0.1136214,0.0265409,0.66742,0.1223953
2013,Oregon,41,0.1357702,0.0848564,0.0509138,0.0394218,0.1405701,53850,0.129873,0.021682,0.6499634,0.1173894
2014,Oregon,41,0.1296758,0.0760599,0.053616,0.0330012,0.1478485,55000,0.1317974,0.0203404,0.6161055,0.1185139
2015,Oregon,41,0.1051314,0.0588235,0.0463079,0.0243034,0.1479554,59489,0.1456107,0.0188561,0.618272,0.1143935
2016,Oregon,41,0.0878713,0.0519802,0.0358911,0.0182887,0.1250498,62009.5,0.1715654,0.0211191,0.6184161,0.1119094
2017,Oregon,41,0.0784558,0.0523039,0.0261519,0.0202543,0.1262212,60020,0.1600948,0.0170222,0.6059021,0.1079509
2018,Oregon,41,0.0633075,0.0322997,0.0310078,0.0229148,0.0988829,67004,0.1379468,0.0146654,0.6369702,0.1093034
2009,Pennsylvania,42,0.0888369,0.0526008,0.0362361,0.0413272,0.1134871,53000,0.0626288,0.1107294,0.7777597,0.105134
2010,Pennsylvania,42,0.103184,0.0613208,0.0418632,0.0418595,0.1119481,50402.5,0.0605756,0.1024351,0.7738277,0.1005232
2011,Pennsylvania,42,0.1012048,0.0608434,0.0403614,0.037075,0.1264451,49466,0.0631913,0.1026219,0.7493427,0.1032364
2012,Pennsylvania,42,0.0857143,0.0534954,0.0322188,0.0384229,0.1275778,51221,0.0632669,0.1049085,0.7362525,0.0926373
2013,Pennsylvania,42,0.0931223,0.0517346,0.0413877,0.0346285,0.1450368,54060,0.0679485,0.117878,0.725183,0.0954298
2014,Pennsylvania,42,0.0885839,0.0524017,0.0361822,0.0286864,0.1221926,56061.5,0.0783317,0.1033132,0.752129,0.0986557
2015,Pennsylvania,42,0.0878553,0.0581395,0.0297158,0.024211,0.1301764,58236,0.0782534,0.1100303,0.7300401,0.0990056
2016,Pennsylvania,42,0.0847012,0.0551543,0.0295469,0.0269321,0.1263113,62238.5,0.0791569,0.1029274,0.750714,0.1078454
2017,Pennsylvania,42,0.0627202,0.0415786,0.0211416,0.0243541,0.1166292,62060,0.0808505,0.1043392,0.7365614,0.1087897
2018,Pennsylvania,42,0.0693727,0.0391144,0.0302583,0.0199611,0.1133396,66000,0.0836034,0.0894362,0.7330819,0.1138043
2009,Rhode Island,44,0.1278826,0.0754717,0.0524109,0.0564731,0.138968,55511,0.1323033,0.0719233,0.6603601,0.0905701
2010,Rhode Island,44,0.127967,0.0753354,0.0526316,0.0623103,0.152372,52177,0.1497947,0.0748081,0.6317066,0.0933762
2011,Rhode Island,44,0.1309013,0.0890558,0.0418455,0.0583409,0.1496621,53555,0.1451231,0.0672744,0.6600496,0.0988149
2012,Rhode Island,44,0.1170213,0.0776596,0.0393617,0.0524049,0.1356307,51000,0.1536253,0.0534817,0.6570552,0.0988873
2013,Rhode Island,44,0.0865169,0.0595506,0.0269663,0.0473062,0.1546493,56028,0.1466116,0.0692698,0.6530612,0.0948001
2014,Rhode Island,44,0.0817518,0.0408759,0.0408759,0.042838,0.1296903,59092,0.1372155,0.0633646,0.6546268,0.0968318
2015,Rhode Island,44,0.0914761,0.045738,0.045738,0.0358578,0.1077756,61989,0.1310665,0.0621329,0.6573165,0.1072643
2016,Rhode Island,44,0.1159136,0.0609037,0.0550098,0.024584,0.1185455,58376,0.1652799,0.0677005,0.6449827,0.091528
2017,Rhode Island,44,0.0632411,0.041502,0.0217391,0.0215582,0.1203639,62012,0.1599849,0.0639183,0.6194278,0.1013616
2018,Rhode Island,44,0.0567951,0.0344828,0.0223124,0.0215716,0.1298146,70000,0.1783513,0.075886,0.619499,0.0916795
2009,South Carolina,45,0.1233244,0.0884718,0.0348525,0.0545013,0.1438152,41840,0.0302295,0.2908208,0.7680897,0.109444
2010,South Carolina,45,0.1287263,0.096206,0.0325203,0.0530169,0.1498516,40950,0.0288376,0.3172138,0.7611994,0.0973824
2011,South Carolina,45,0.1349862,0.0853994,0.0495868,0.0506741,0.1726908,40798,0.0423059,0.3135751,0.7595331,0.1029754
2012,South Carolina,45,0.1321004,0.0805812,0.0515192,0.0437424,0.1930736,39000,0.0444714,0.3205346,0.7164493,0.1113001
2013,South Carolina,45,0.097166,0.0593792,0.0377868,0.0335681,0.1807082,43005.5,0.0462441,0.3061033,0.7276977,0.1058685
2014,South Carolina,45,0.130967,0.0856793,0.0452876,0.0276965,0.1712159,44255.5,0.0538167,0.2949786,0.766971,0.111011
2015,South Carolina,45,0.1022989,0.0689655,0.0333333,0.0284784,0.1682447,44580.5,0.0634662,0.2849878,0.6750349,0.0982506
2016,South Carolina,45,0.0850059,0.0484061,0.0365998,0.025593,0.1460259,48100,0.0570121,0.2965044,0.6906425,0.1017478
2017,South Carolina,45,0.0716724,0.0489192,0.0227531,0.0186285,0.1532084,54289.5,0.0515865,0.3076766,0.7559875,0.1121801
2018,South Carolina,45,0.0733104,0.0504009,0.0229095,0.0153942,0.1644737,52812,0.0617849,0.3014354,0.7421957,0.1198253
2009,South Dakota,46,0.1012658,0.0575374,0.0437284,0.0248727,0.1421703,53770.5,0.0315315,0.0144928,0.7581349,0.0808852
2010,South Dakota,46,0.1098779,0.063263,0.0466149,0.0315423,0.15232,47668.5,0.032826,0.0154044,0.7193469,0.0867412
2011,South Dakota,46,0.105814,0.0662791,0.0395349,0.0294118,0.1237656,48552,0.0390235,0.0161476,0.7372611,0.0947712
2012,South Dakota,46,0.1087719,0.0736842,0.0350877,0.0242317,0.1556314,50000,0.0409771,0.0197006,0.7052177,0.0927896
2013,South Dakota,46,0.0989761,0.0591581,0.039818,0.0208333,0.1216216,52021,0.0347877,0.0176887,0.7256697,0.0913915
2014,South Dakota,46,0.089701,0.0465116,0.0431894,0.0205105,0.1040773,57246,0.0335005,0.0207384,0.7469796,0.0868277
2015,South Dakota,46,0.0819398,0.0551839,0.0267559,0.0207707,0.1204482,59922.5,0.0341623,0.0204974,0.7184553,0.0849959
2016,South Dakota,46,0.0802676,0.0501672,0.0301003,0.0159303,0.1400778,59000,0.0429817,0.02104,0.7130667,0.0814548
2017,South Dakota,46,0.0980392,0.0604575,0.0375817,0.0188039,0.1482112,59339.5,0.0490136,0.02836,0.7074643,0.0967941
2018,South Dakota,46,0.0720268,0.0351759,0.0368509,0.015343,0.1017505,60621,0.0433213,0.0204573,0.7256034,0.0971721
2009,Tennessee,47,0.125,0.077957,0.047043,0.0535394,0.1479199,42013,0.0510753,0.1433692,0.7450319,0.1102151
2010,Tennessee,47,0.1336828,0.078637,0.0550459,0.0435265,0.1662219,42300,0.0490784,0.1567844,0.7306122,0.1097046
2011,Tennessee,47,0.1387755,0.077551,0.0612245,0.0411819,0.1733967,40002.5,0.0458353,0.1500698,0.7376733,0.1081899
2012,Tennessee,47,0.1530201,0.0872483,0.0657718,0.0358374,0.1633049,44757,0.0450264,0.1350793,0.7005693,0.1141741
2013,Tennessee,47,0.1335079,0.0837696,0.0497382,0.0340426,0.1847612,45000,0.0535274,0.144009,0.6781132,0.124972
2014,Tennessee,47,0.1141012,0.0688913,0.0452099,0.0281341,0.1776447,45070.5,0.0651634,0.1479106,0.6769406,0.1150186
2015,Tennessee,47,0.1105723,0.0533463,0.057226,0.0233992,0.1693933,46006,0.0687466,0.1558135,0.688615,0.1128242
2016,Tennessee,47,0.1050142,0.0577105,0.0473037,0.0213517,0.1540688,48804.5,0.0642315,0.1671078,0.6882479,0.106582
2017,Tennessee,47,0.0856031,0.0496109,0.0359922,0.0177848,0.1506591,51462,0.0596936,0.1808417,0.683908,0.1102307
2018,Tennessee,47,0.0976602,0.0579858,0.0396745,0.0153181,0.1151969,57000.5,0.0663183,0.1493963,0.7330416,0.1115516
2009,Texas,48,0.1459963,0.0912477,0.0547486,0.0339009,0.1673535,46100,0.4510836,0.1086687,0.6773718,0.0815273
2010,Texas,48,0.1566038,0.1030189,0.0535849,0.0389564,0.1845951,46900,0.4529828,0.1127498,0.6783532,0.0803031
2011,Texas,48,0.1486486,0.100976,0.0476727,0.0360314,0.1935323,46497.5,0.4497254,0.1145614,0.6648919,0.0751938
2012,Texas,48,0.1553434,0.1028278,0.0525156,0.0308442,0.18652,48484.5,0.4462715,0.112013,0.6748926,0.0774508
2013,Texas,48,0.138552,0.0852628,0.0532892,0.0303964,0.182505,50000,0.4513002,0.1187074,0.6534077,0.0761424
2014,Texas,48,0.1225225,0.08,0.0425225,0.0218431,0.1786649,51223,0.447632,0.1118828,0.6525376,0.0748905
2015,Texas,48,0.0957725,0.0538721,0.0419005,0.019909,0.1702273,53091.5,0.4220188,0.1146447,0.6498466,0.0783432
2016,Texas,48,0.1071167,0.0641966,0.04292,0.0218375,0.1570181,55675,0.417257,0.1075366,0.6654452,0.0802663
2017,Texas,48,0.1011603,0.059826,0.0413343,0.0200833,0.1427429,58060,0.4335038,0.1040536,0.6578327,0.0795425
2018,Texas,48,0.0932235,0.0614002,0.0318233,0.0176738,0.138629,59196,0.4341693,0.1068533,0.6754588,0.0786942
2009,Utah,49,0.113879,0.069395,0.044484,0.0338448,0.0782838,65000,0.1234206,0.0106047,0.784041,0.0564079
2010,Utah,49,0.1168385,0.0773196,0.0395189,0.0369458,0.1129216,60000,0.1236005,0.0136588,0.7528587,0.0510524
2011,Utah,49,0.1356522,0.0904348,0.0452174,0.029638,0.1075435,57135.5,0.1226244,0.0196833,0.73454,0.0588235
2012,Utah,49,0.1163575,0.084317,0.0320405,0.030519,0.109167,58040,0.1343284,0.0196035,0.7034432,0.0590332
2013,Utah,49,0.0782313,0.0510204,0.0272109,0.0166127,0.1105874,60020,0.1352751,0.0114347,0.7067721,0.0604099
2014,Utah,49,0.1009317,0.052795,0.0481366,0.0170634,0.1059874,63204,0.1365073,0.0082157,0.7264118,0.0617232
2015,Utah,49,0.0791269,0.0518417,0.0272851,0.0147368,0.1054867,65000,0.1356938,0.0084211,0.7526121,0.0625837
2016,Utah,49,0.0872675,0.0529328,0.0343348,0.0185256,0.0973693,68767,0.1537433,0.0116501,0.7795455,0.0647441
2017,Utah,49,0.0708215,0.0467422,0.0240793,0.0185149,0.0847284,70022,0.1629312,0.00916,0.7759295,0.0783473
2018,Utah,49,0.0632022,0.0519663,0.011236,0.0155703,0.0887949,75003,0.1650448,0.009926,0.7788079,0.079603
2009,Vermont,50,0.1146789,0.0642202,0.0504587,0.0395789,0.0861609,51950,0.0153684,0.0067368,0.7817446,0.0917895
2010,Vermont,50,0.0962241,0.0584653,0.0377588,0.0369217,0.0964467,55000,0.0124555,0.0102313,0.7854711,0.1038701
2011,Vermont,50,0.1035758,0.0579531,0.0456227,0.0318698,0.1103639,57426,0.0113662,0.008246,0.7817415,0.1029641
2012,Vermont,50,0.1156812,0.0604113,0.0552699,0.027367,0.1237153,55001,0.0136835,0.0101523,0.759273,0.1026264
2013,Vermont,50,0.105,0.05875,0.04625,0.0206022,0.1181665,57980,0.0147159,0.0129047,0.754996,0.0973511
2014,Vermont,50,0.0881988,0.047205,0.0409938,0.021292,0.0759837,60388,0.0142753,0.0096782,0.7693966,0.1001694
2015,Vermont,50,0.0847914,0.0497981,0.0349933,0.0146693,0.0928765,64898,0.0144207,0.0096967,0.7602769,0.0957235
2016,Vermont,50,0.0702703,0.0445946,0.0256757,0.0151194,0.1054978,63102,0.0148541,0.0135279,0.740019,0.103183
2017,Vermont,50,0.0731383,0.0492021,0.0239362,0.0178571,0.1,63085,0.0124459,0.0135281,0.745069,0.1117424
2018,Vermont,50,0.0703448,0.0455172,0.0248276,0.0130592,0.0906234,67143,0.0150042,0.0113921,0.7646761,0.1078077
2009,Virginia,51,0.0789946,0.0466786,0.032316,0.0361985,0.1033263,65000,0.0716981,0.1939902,0.7266896,0.0786862
2010,Virginia,51,0.0711111,0.0533333,0.0177778,0.038451,0.1094225,61636,0.0778599,0.2042967,0.7140267,0.0697865
2011,Virginia,51,0.065445,0.0401396,0.0253054,0.0338936,0.1032931,61592,0.0817029,0.1935795,0.6971154,0.0673739
2012,Virginia,51,0.0856401,0.050173,0.0354671,0.0305593,0.1133972,64000,0.0735334,0.2057299,0.6718007,0.0748977
2013,Virginia,51,0.0770626,0.0426111,0.0344515,0.0234133,0.1061453,65786,0.0822285,0.1947814,0.6850266,0.077292
2014,Virginia,51,0.077512,0.0430622,0.0344498,0.0272938,0.1055747,68857,0.0917538,0.2028165,0.699601,0.0714286
2015,Virginia,51,0.0677638,0.0377541,0.0300097,0.0238421,0.096884,69004.5,0.1034169,0.1922551,0.6900296,0.0792711
2016,Virginia,51,0.0725971,0.0357873,0.0368098,0.0179856,0.0979302,63800,0.113395,0.1846523,0.6736009,0.0799931
2017,Virginia,51,0.0829787,0.0542553,0.0287234,0.0161818,0.104071,68717.5,0.1168876,0.1898778,0.6799538,0.0769496
2018,Virginia,51,0.0626993,0.0297556,0.0329437,0.0137518,0.1024746,75652.5,0.1294076,0.1722496,0.6733895,0.0870945
2009,Washington,53,0.1417666,0.0839695,0.0577972,0.0490046,0.1048085,60927,0.1017526,0.0338608,0.6959309,0.093415
2010,Washington,53,0.1247312,0.0752688,0.0494624,0.0510937,0.1251452,61088,0.1238938,0.0390716,0.6602709,0.0889965
2011,Washington,53,0.1220021,0.0740355,0.0479666,0.0492431,0.1248215,57780,0.1297621,0.0347696,0.6710161,0.0966561
2012,Washington,53,0.1146694,0.0650826,0.0495868,0.0420064,0.1225208,59983.5,0.123006,0.0384615,0.6611954,0.0989011
2013,Washington,53,0.1039501,0.0696466,0.0343035,0.0327017,0.122858,63779,0.1197384,0.0437699,0.6502069,0.0974342
2014,Washington,53,0.1076582,0.0599334,0.0477248,0.0331377,0.1215453,64000,0.1373835,0.0407318,0.660452,0.0909562
2015,Washington,53,0.0958904,0.0593607,0.0365297,0.0297714,0.1286798,60058,0.1532873,0.0492646,0.6445415,0.1038455
2016,Washington,53,0.0833333,0.0460526,0.0372807,0.026618,0.1214496,69928,0.158979,0.0344576,0.6460094,0.1013674
2017,Washington,53,0.0779915,0.0523504,0.025641,0.0259718,0.1181175,71024,0.1535646,0.0336413,0.6527615,0.0943002
2018,Washington,53,0.079558,0.0464088,0.0331492,0.0252587,0.1043001,78390,0.1610244,0.0320996,0.6891147,0.0863006
2009,West Virginia,54,0.1257962,0.0732484,0.0525478,0.0402093,0.1531146,42590.5,0.0195538,0.0360782,0.8243811,0.1426604
2010,West Virginia,54,0.1300813,0.0829268,0.0471545,0.0416077,0.1741028,42636,0.0155675,0.0328333,0.8243437,0.136428
2011,West Virginia,54,0.1068111,0.0773994,0.0294118,0.0338607,0.1804175,43960,0.0086039,0.0383014,0.8306491,0.1326672
2012,West Virginia,54,0.1234177,0.0775316,0.0458861,0.032492,0.1857363,43244,0.0098636,0.0353931,0.7819095,0.1427328
2013,West Virginia,54,0.1155063,0.0727848,0.0427215,0.0302053,0.1789016,45086.5,0.0129032,0.0296188,0.7939171,0.1439883
2014,West Virginia,54,0.1324828,0.0834151,0.0490677,0.0286229,0.2035398,43138,0.0160018,0.032229,0.7788318,0.14627
2015,West Virginia,54,0.1005677,0.053528,0.0470397,0.0271192,0.2067175,42000,0.0136449,0.0358178,0.765154,0.1558929
2016,West Virginia,54,0.1075182,0.0638642,0.043654,0.0253903,0.1496759,45010,0.0135625,0.0380066,0.7475121,0.1498186
2017,West Virginia,54,0.1082694,0.0673487,0.0409207,0.0242802,0.1792506,46123,0.0182101,0.031751,0.7596128,0.1447471
2018,West Virginia,54,0.1311031,0.0840868,0.0470163,0.022019,0.1816799,47564,0.0193089,0.0382791,0.779274,0.1519309
2009,Wisconsin,55,0.0909091,0.0545455,0.0363636,0.0476264,0.0982096,55005,0.0745122,0.0522354,0.7804753,0.0857275
2010,Wisconsin,55,0.0835629,0.0486685,0.0348944,0.051791,0.1120043,53182.5,0.066677,0.0607846,0.746358,0.0699333
2011,Wisconsin,55,0.0972477,0.0541284,0.0431193,0.0392126,0.1016949,52028,0.0667083,0.056085,0.7341133,0.0826433
2012,Wisconsin,55,0.0870736,0.05386,0.0332136,0.0400898,0.1336549,54939,0.070077,0.0548428,0.7126876,0.0966966
2013,Wisconsin,55,0.0920938,0.050391,0.0417029,0.0374473,0.1195743,55598,0.0745826,0.056015,0.7333867,0.0886254
2014,Wisconsin,55,0.099889,0.0566038,0.0432852,0.0336556,0.1107472,57881,0.0818117,0.0648049,0.7282299,0.0905836
2015,Wisconsin,55,0.0927152,0.0596026,0.0331126,0.0268994,0.1014792,60800,0.0950719,0.0605749,0.7442088,0.0839836
2016,Wisconsin,55,0.0748663,0.0427807,0.0320856,0.0237222,0.1175943,56563.5,0.1073612,0.0582049,0.6971622,0.1010027
2017,Wisconsin,55,0.0688259,0.0431849,0.025641,0.0173285,0.1128472,61263,0.0707581,0.0688327,0.6956522,0.0873646
2018,Wisconsin,55,0.0553191,0.035461,0.0198582,0.0160804,0.1032609,66090,0.0633166,0.0660804,0.7215686,0.0834171
2009,Wyoming,56,0.1051913,0.0628415,0.0423497,0.0350304,0.0933442,58500,0.0927137,0.0086408,0.7899093,0.0864082
2010,Wyoming,56,0.1086957,0.0692935,0.0394022,0.0359937,0.0912606,57580,0.094791,0.0082719,0.7809094,0.0838364
2011,Wyoming,56,0.1049724,0.0662983,0.038674,0.0311404,0.1048357,55000,0.1067982,0.0105263,0.7360662,0.0877193
2012,Wyoming,56,0.1134163,0.0691563,0.04426,0.0297921,0.0963195,59001.5,0.1096998,0.0080831,0.7242297,0.0842956
2013,Wyoming,56,0.1315029,0.0794798,0.0520231,0.0233679,0.0943552,61663.5,0.0980487,0.0089135,0.7533333,0.0814262
2014,Wyoming,56,0.0835476,0.0501285,0.033419,0.0198135,0.1248923,62046,0.1018648,0.0051282,0.7573136,0.0864802
2015,Wyoming,56,0.093985,0.056391,0.037594,0.0229702,0.087889,59082,0.1025699,0.0090971,0.7406807,0.0877871
2016,Wyoming,56,0.1227154,0.0796345,0.0430809,0.0261682,0.0943878,65021,0.1046729,0.0114486,0.7330097,0.082243
2017,Wyoming,56,0.0860495,0.0508475,0.0352021,0.0216718,0.101221,60735,0.1068111,0.0088456,0.7241379,0.0882353
2018,Wyoming,56,0.0822102,0.0444744,0.0377358,0.0220431,0.1155822,59388.5,0.1199336,0.009955,0.7072274,0.0948092
